col_s,row_s,proportion_lichen,sqrt_proportion_lichen
7,35,0.6180687700892755,7.861734987197645
9,14,0.6285507292894186,7.928119129335902
2,3,0.6340576553608848,7.962773733824695
12,36,0.6371389662018717,7.982098509802242
10,46,0.6266615922857182,7.916196007462916
2,4,0.6256207328200872,7.909619035200667
8,29,0.6551407911448995,8.09407679198128
7,32,0.6428614006208474,8.01786380915046
11,8,0.6460802699815213,8.037911855584891
26,35,0.6538569116278217,8.086141920766797
14,18,0.6559936539669584,8.099343516402786
10,34,0.657827767562784,8.110658219668636
12,10,0.6562137475984575,8.100702115239503
8,18,0.6668011683303605,8.165789418852047
3,9,0.6637427839093214,8.147041081947
19,33,0.6592991517401733,8.119723836068399
11,27,0.6879727233459852,8.294412115068706
4,7,0.6756186694422919,8.219602602573266
16,61,0.6835292387718154,8.267582710634441
10,62,0.6849864046329709,8.276390545600002
15,15,0.6771960071347018,8.229191984239412
6,27,0.6967525649763304,8.347170568380225
9,35,0.697151163057284,8.34955785091213
7,9,0.6996638986835649,8.36459143463424
25,39,0.6956701163286548,8.340684122592432
4,18,0.7051158013471565,8.397117370545422
2,5,0.7213522919542021,8.493246092950574
16,23,0.7119708009115544,8.437836220925092
36,15,0.707128741018575,8.409094725465845
6,6,0.7125108217134226,8.441035610121679
12,27,0.7079707014915771,8.414099485337555
6,5,0.7296367095238533,8.541877484042097
6,28,0.7237733317403572,8.507486889442482
9,18,0.7273544286965413,8.528507657829365
7,10,0.7382353076037764,8.592062078475553
22,30,0.7292848332561477,8.539817522969374
7,31,0.7449848456364145,8.631250463498406
12,33,0.7426179338485999,8.61752826423331
21,9,0.7402299061392368,8.60366146555777
14,36,0.756429714474366,8.697296789660372
5,25,0.7435267253277331,8.622799576284567
9,8,0.757112921788811,8.701223602395302
13,36,0.7706114271535047,8.77844762559705
8,33,0.7607594820376616,8.722152727610665
1,10,0.7705065363223271,8.77785017143906
4,22,0.7594789283274259,8.714808823648548
22,19,0.78298767934192,8.848659103739504
9,49,0.776531599484614,8.812103037780561
20,18,0.7807574601832535,8.836048099593242
11,37,0.776384870396948,8.811270455484545
7,5,0.7799063685009331,8.831230766438692
15,18,0.7959777888843546,8.921758732920066
13,24,0.8012333311889422,8.95116378572609
19,34,0.8020257784665893,8.955589195952376
20,33,0.8072537714822524,8.984730221226748
8,12,0.7927726753756494,8.903778273158252
13,65,0.818612088851311,9.047718435336671
5,20,0.812868184282839,9.01592027628261
15,32,0.8280335092553958,9.099634658904696
6,38,0.8256242475485015,9.086386782151097
5,24,0.8154239782840951,9.030082935854438
3,5,0.8376442644975216,9.152290776070885
18,9,0.8286204256060599,9.102859032227512
13,42,0.8359862513900249,9.143228376181057
13,26,0.8391385062172023,9.160450350376898
26,13,0.8343366019979598,9.134202767609004
18,35,0.8641288648212427,9.295853187423104
18,24,0.8480482738698422,9.208953653210784
16,20,0.8626609442060086,9.287954264562291
24,35,0.8595252396957206,9.27105840611373
33,12,0.8520512267927314,9.230662093223494
7,7,0.8741477103384399,9.349586677166217
6,12,0.8658867210116624,9.30530343949977
17,30,0.8760139209221923,9.359561533117844
10,16,0.8753628105956742,9.356082570155491
19,18,0.8820298135165001,9.39164423046625
9,5,0.8979361636762972,9.475949364978144
19,8,0.8897835287428527,9.432833766916772
11,26,0.8933600502547125,9.451772586423736
11,14,0.8899531842504665,9.433733005817295
14,17,0.8867985088656466,9.416997976349188
14,21,0.9165570019579162,9.57369835517036
5,3,0.9057999257183994,9.517352182820597
6,17,0.910597274172648,9.542522067947488
20,21,0.9178024280633392,9.580200561905473
29,14,0.9055064675430672,9.51581035720588
22,26,0.9247279780273192,9.616277751954335
12,7,0.9328622718248056,9.65847954817323
14,42,0.9385205122679272,9.68772683485619
14,12,0.9314775160599572,9.65130828468326
13,49,0.9238312302984072,9.61161396591856
14,54,0.9591217799670988,9.793476297858176
13,32,0.957945428311476,9.787468663099135
20,41,0.957945428311476,9.787468663099135
17,27,0.9514754942055492,9.75436053365647
17,26,0.9543672537358602,9.769172194898912
21,23,0.9746663059576596,9.872518958997544
20,24,0.9788762165589876,9.89381734498362
9,9,0.9638129387543618,9.817397510309757
18,26,0.9708192526904154,9.85301604936486
26,17,0.9644594637968904,9.820689709979083
13,35,0.9964709450331308,9.98233912984893
20,36,0.9811783735100312,9.905444833575276
11,50,0.9957448564576848,9.97870160119885
31,20,0.9858837801325232,9.9291680423514
6,31,0.9952945933775078,9.976445225517493
